date,week,day,snf,playoffs,rest,o:rest,division,o:division,conference,o:conference,team,P1,P2,P3,P4,o:team,o:P1,o:P2,o:P3,o:P4,line,total,1h diff,2h diff,1h total,2h total,div,con,d_rest
20151126,12,Thursday,0,0,3,3,NFC North,NFC East,NFC,NFC,Lions,7,17,14,7,Eagles,0,7,0,7,-3,46.5,-17,-14,31,28,0,1,0
20151126,12,Thursday,0,0,3,3,NFC North,NFC North,NFC,NFC,Packers,7,6,0,0,Bears,0,14,0,3,-7.5,45,1,3,27,3,1,1,0
20151129,12,Sunday,0,0,6,6,AFC North,NFC West,AFC,NFC,Bengals,7,10,14,0,Rams,0,7,0,0,-10,42,-10,-14,24,14,0,0,0
20151129,12,Sunday,1,0,6,5,AFC West,AFC East,AFC,AFC,Broncos,0,7,0,17,Patriots,7,7,0,10,2.5,43.5,7,-7,21,27,0,1,1
20151129,12,Sunday,0,0,6,5,AFC West,AFC East,AFC,AFC,Chiefs,0,14,10,6,Bills,10,6,6,0,-6,42,2,-10,30,22,0,1,1
20151129,12,Sunday,0,0,6,6,AFC South,NFC South,AFC,NFC,Colts,3,3,13,6,Buccaneers,3,9,0,0,-3,46,6,-19,18,19,0,0,0
20151129,12,Sunday,0,0,6,6,NFC South,NFC North,NFC,NFC,Falcons,0,3,0,7,Vikings,7,0,3,10,-1.5,45,4,6,10,20,0,1,0
20151129,12,Sunday,0,0,6,6,NFC West,NFC West,NFC,NFC,Fortyniners,0,3,10,0,Cardinals,3,3,7,6,9,45.5,3,3,9,23,1,1,0
20151129,12,Sunday,0,0,9,6,AFC South,AFC West,AFC,AFC,Jaguars,6,3,3,13,Chargers,0,21,3,7,-5,47,12,-6,30,26,0,1,3
20151129,12,Sunday,0,0,6,6,AFC East,AFC East,AFC,AFC,Jets,7,7,7,17,Dolphins,0,0,7,13,-4.5,44,-14,-4,14,44,1,1,0
20151129,12,Sunday,0,0,6,13,NFC East,NFC East,NFC,NFC,Redskins,0,17,0,3,Giants,0,0,0,14,1,47,-17,11,17,17,1,1,-7
20151129,12,Sunday,0,0,6,13,NFC West,AFC North,NFC,AFC,Seahawks,0,14,6,19,Steelers,3,15,3,9,-3,45.5,4,-13,32,37,0,0,-7
20151129,12,Sunday,0,0,6,13,AFC South,NFC South,AFC,NFC,Texans,14,0,10,0,Saints,0,6,0,0,-3.5,48.5,-8,-10,20,10,0,0,-7
20151129,12,Sunday,0,0,9,6,AFC South,AFC West,AFC,AFC,Titans,6,0,8,7,Raiders,7,3,7,7,1,45,4,-1,16,29,0,1,3
20151130,12,Monday,0,0,14,7,AFC North,AFC North,AFC,AFC,Browns,0,13,7,7,Ravens,10,7,7,9,-3.5,41,4,2,30,30,1,1,7
20151203,13,Thursday,0,0,6,6,NFC North,NFC North,NFC,NFC,Lions,17,0,3,3,Packers,0,0,14,13,3,46.5,-17,21,17,33,1,1,0
20151206,13,Sunday,0,0,9,6,NFC North,NFC West,NFC,NFC,Bears,6,7,0,7,Fortyniners,6,7,0,7,-6.5,43,0,0,26,14,0,1,3
20151206,13,Sunday,0,0,6,6,AFC East,AFC South,AFC,AFC,Bills,7,14,0,9,Texans,6,7,0,8,-3.5,42,-8,-1,34,17,0,1,0
20151206,13,Sunday,0,0,5,6,AFC North,AFC North,AFC,AFC,Browns,0,3,0,0,Bengals,7,13,14,3,9,44,17,17,23,17,1,1,-1
20151206,13,Sunday,0,0,6,6,NFC South,NFC South,NFC,NFC,Buccaneers,7,0,9,7,Falcons,0,9,3,7,-1,46,2,-6,16,26,1,1,0
20151206,13,Sunday,0,0,6,6,AFC West,AFC West,AFC,AFC,Chargers,0,3,0,0,Broncos,14,3,0,0,5.5,43.5,14,0,20,0,1,1,0
20151206,13,Sunday,0,0,6,5,AFC East,AFC North,AFC,AFC,Dolphins,0,15,0,0,Ravens,0,3,7,3,-3.5,43.5,-12,10,18,10,0,1,1
20151206,13,Sunday,0,0,6,6,NFC East,AFC East,NFC,AFC,Giants,0,20,0,0,Jets,3,7,0,10,2,45,-10,10,30,10,0,0,0
20151206,13,Sunday,0,0,6,9,AFC East,NFC East,AFC,NFC,Patriots,0,14,0,14,Eagles,0,14,14,7,-9,49.5,0,7,28,35,0,0,-3
20151206,13,Sunday,0,0,6,6,AFC West,AFC West,AFC,AFC,Raiders,7,7,6,0,Chiefs,7,0,7,20,3,45.5,-7,21,21,33,1,1,0
20151206,13,Sunday,0,0,6,6,NFC West,NFC West,NFC,NFC,Rams,0,0,3,0,Cardinals,7,3,14,3,4.5,43,10,14,10,20,1,1,0
20151206,13,Sunday,0,0,6,9,NFC South,NFC South,NFC,NFC,Saints,14,2,8,14,Panthers,0,13,14,14,6.5,50,-3,6,29,50,1,1,-3
20151206,13,Sunday,1,0,6,6,AFC North,AFC South,AFC,AFC,Steelers,6,15,7,17,Colts,3,7,0,0,-9,50,-11,-24,31,24,0,1,0
20151206,13,Sunday,0,0,6,6,AFC South,AFC South,AFC,AFC,Titans,7,14,0,21,Jaguars,0,12,7,20,-2.5,43.5,-9,6,33,48,1,1,0
20151206,13,Sunday,0,0,6,6,NFC North,NFC West,NFC,NFC,Vikings,0,0,7,0,Seahawks,7,14,14,3,2.5,43,21,10,21,24,0,1,0
20151207,13,Monday,0,0,7,10,NFC East,NFC East,NFC,NFC,Redskins,0,3,3,10,Cowboys,0,3,3,13,-3.5,42,0,3,6,29,1,1,-3
20151210,14,Thursday,0,0,3,3,NFC West,NFC North,NFC,NFC,Cardinals,10,0,7,6,Vikings,7,3,0,10,-9.5,46.5,0,-3,20,23,0,1,0
20151213,14,Sunday,0,0,6,5,NFC North,NFC East,NFC,NFC,Bears,0,7,14,0,Redskins,7,7,7,3,-3.5,43.5,7,-4,21,24,0,1,1
20151213,14,Sunday,0,0,6,6,AFC North,AFC North,AFC,AFC,Bengals,0,7,3,10,Steelers,7,9,7,10,-2,50,9,4,23,30,1,1,0
20151213,14,Sunday,0,0,6,6,AFC West,AFC West,AFC,AFC,Broncos,6,6,0,0,Raiders,0,0,9,6,-7,43.5,-12,15,12,15,1,1,0
20151213,14,Sunday,0,0,6,6,AFC North,NFC West,AFC,NFC,Browns,7,3,7,7,Fortyniners,0,3,0,7,-2.5,42,-7,-7,13,21,0,0,0
20151213,14,Sunday,0,0,6,6,NFC South,NFC South,NFC,NFC,Buccaneers,0,10,0,7,Saints,7,10,7,0,-5,50.5,7,0,27,14,1,1,0
20151213,14,Sunday,0,0,6,6,AFC West,AFC West,AFC,AFC,Chiefs,0,10,0,0,Chargers,0,0,3,0,-11,43,-10,3,10,3,1,1,0
20151213,14,Sunday,0,0,6,6,NFC East,AFC East,NFC,AFC,Eagles,7,10,3,3,Bills,7,3,10,0,-1,48,-7,4,27,16,0,0,0
20151213,14,Sunday,0,0,6,6,AFC South,AFC South,AFC,AFC,Jaguars,3,6,21,21,Colts,3,10,3,0,-1.5,46,4,-39,22,45,1,1,0
20151213,14,Sunday,0,0,6,6,AFC East,AFC South,AFC,AFC,Jets,10,17,0,3,Titans,0,0,8,0,-8,43,-27,5,27,11,0,1,0
20151213,14,Sunday,0,0,9,5,NFC North,NFC East,NFC,NFC,Packers,0,14,0,14,Cowboys,0,0,7,0,-7,43,-14,-7,14,21,0,1,4
20151213,14,Sunday,0,0,6,6,NFC South,NFC South,NFC,NFC,Panthers,21,7,10,0,Falcons,0,0,0,0,-8.5,45.5,-28,-10,28,10,1,1,0
20151213,14,Sunday,0,0,6,9,NFC West,NFC North,NFC,NFC,Rams,0,7,7,7,Lions,0,0,7,7,2,41,-7,0,7,28,0,1,-3
20151213,14,Sunday,0,0,6,6,AFC North,NFC West,AFC,NFC,Ravens,0,6,0,0,Seahawks,7,7,7,14,11.5,42,8,21,20,21,0,0,0
20151213,14,Sunday,1,0,6,6,AFC South,AFC East,AFC,AFC,Texans,3,3,0,0,Patriots,7,10,3,7,5,46,11,10,23,10,0,1,0
20151214,14,Monday,0,0,7,7,AFC East,NFC East,AFC,NFC,Dolphins,7,10,7,0,Giants,3,14,7,7,0,47,0,7,34,21,0,0,0
20151217,15,Thursday,0,0,3,3,NFC West,NFC South,NFC,NFC,Rams,14,7,7,3,Buccaneers,3,0,3,17,-2,41.5,-18,10,24,30,0,1,0
20151219,15,Saturday,0,0,5,5,NFC East,AFC East,NFC,AFC,Cowboys,3,7,3,3,Jets,6,3,0,10,3,41,-1,4,19,16,0,0,0
20151220,15,Sunday,0,0,6,5,AFC West,AFC East,AFC,AFC,Chargers,6,17,0,7,Dolphins,0,0,7,7,-2,45.5,-23,7,23,21,0,1,1
20151220,15,Sunday,0,0,6,6,AFC South,AFC South,AFC,AFC,Colts,0,10,0,0,Texans,0,3,3,10,-1,41.5,-7,13,13,13,1,1,0
20151220,15,Sunday,1,0,6,9,NFC East,NFC West,NFC,NFC,Eagles,3,7,0,7,Cardinals,7,10,13,10,3.5,51,7,16,27,30,0,1,-3
20151220,15,Sunday,0,0,6,6,NFC West,AFC North,NFC,AFC,Fortyniners,0,0,7,7,Bengals,0,21,3,0,6.5,41,21,-11,21,17,0,0,0
20151220,15,Sunday,0,0,5,6,NFC East,NFC South,NFC,NFC,Giants,7,0,7,21,Panthers,7,14,14,3,4.5,47.5,14,-11,28,45,0,1,-1
20151220,15,Sunday,0,0,6,6,AFC South,NFC South,AFC,NFC,Jaguars,0,3,14,0,Falcons,7,10,0,6,-2,48,14,-8,20,20,0,0,0
20151220,15,Sunday,0,0,6,6,AFC East,AFC South,AFC,AFC,Patriots,7,17,3,6,Titans,0,3,7,6,-14.5,48,-21,4,27,22,0,1,0
20151220,15,Sunday,0,0,6,6,AFC West,NFC North,AFC,NFC,Raiders,0,13,7,0,Packers,14,0,10,6,4,47.5,1,9,27,23,0,0,0
20151220,15,Sunday,0,0,6,6,AFC North,AFC West,AFC,AFC,Ravens,7,7,0,0,Chiefs,14,10,0,10,7.5,42.5,10,10,38,10,0,1,0
20151220,15,Sunday,0,0,6,6,NFC East,AFC East,NFC,AFC,Redskins,7,14,7,7,Bills,0,0,17,8,2,45,-21,11,21,39,0,0,0
20151220,15,Sunday,0,0,6,6,NFC West,AFC North,NFC,AFC,Seahawks,7,13,0,10,Browns,7,3,0,3,-14.5,44.5,-10,-7,30,13,0,0,0
20151220,15,Sunday,0,0,6,6,AFC North,AFC West,AFC,AFC,Steelers,7,6,7,14,Broncos,14,13,0,0,-7,45.5,14,-21,40,21,0,1,0
20151220,15,Sunday,0,0,9,6,NFC North,NFC North,NFC,NFC,Vikings,7,10,7,14,Bears,0,7,3,7,-5.5,44,-10,-11,24,31,1,1,3
20151221,15,Monday,0,0,7,7,NFC South,NFC North,NFC,NFC,Saints,3,0,7,17,Lions,7,14,7,7,-2.5,51.5,18,-10,24,38,0,1,0
20151224,16,Thursday,0,0,3,3,AFC West,AFC West,AFC,AFC,Raiders,7,3,2,8,Chargers,7,10,0,3,-4,45,7,-7,27,13,1,1,0
20151226,16,Saturday,0,0,5,5,NFC East,NFC East,NFC,NFC,Eagles,7,3,7,7,Redskins,13,3,14,8,-3,49,6,8,26,36,1,1,0
20151227,16,Sunday,0,0,6,7,AFC East,NFC East,AFC,NFC,Bills,6,0,3,7,Cowboys,3,3,0,0,-6.5,42.5,0,-10,12,10,0,0,-1
20151227,16,Sunday,0,0,9,6,NFC South,NFC North,NFC,NFC,Buccaneers,7,0,7,7,Bears,0,13,0,13,-3,45.5,6,-1,20,27,0,1,3
20151227,16,Sunday,0,0,6,6,NFC West,NFC North,NFC,NFC,Cardinals,0,17,21,0,Packers,0,0,8,0,-6,50,-17,-13,17,29,0,1,0
20151227,16,Sunday,0,0,6,6,AFC West,AFC North,AFC,AFC,Chiefs,10,7,0,0,Browns,0,3,7,3,-11.5,42.5,-14,10,20,10,0,1,0
20151227,16,Sunday,0,0,6,6,AFC East,AFC South,AFC,AFC,Dolphins,0,6,3,3,Colts,8,7,0,3,-2.5,44,9,-3,21,9,0,1,0
20151227,16,Sunday,0,0,6,6,NFC South,NFC South,NFC,NFC,Falcons,0,7,7,6,Panthers,7,0,3,3,7,46,0,-7,14,19,1,1,0
20151227,16,Sunday,0,0,7,6,AFC East,AFC East,AFC,AFC,Jets,3,7,7,3,Patriots,0,3,10,7,2,45,-7,7,13,27,1,1,1
20151227,16,Sunday,0,0,5,6,NFC North,NFC West,NFC,NFC,Lions,3,17,3,9,Fortyniners,7,10,0,0,-9.5,42.5,-3,-12,37,12,0,1,-1
20151227,16,Sunday,0,0,6,6,AFC North,AFC North,AFC,AFC,Ravens,7,6,0,7,Steelers,0,3,7,7,10.5,47.5,-10,7,16,21,1,1,0
20151227,16,Sunday,0,0,5,6,NFC South,AFC South,NFC,AFC,Saints,14,10,7,7,Jaguars,0,6,13,8,-3,53.5,-18,7,30,35,0,0,-1
20151227,16,Sunday,0,0,6,9,NFC West,NFC West,NFC,NFC,Seahawks,0,3,7,7,Rams,10,6,0,7,-11.5,41.5,13,-7,19,21,1,1,-3
20151227,16,Sunday,0,0,6,6,AFC South,AFC South,AFC,AFC,Titans,0,0,0,6,Texans,10,7,17,0,4,40,17,11,17,23,1,1,0
20151227,16,Sunday,1,0,6,6,NFC North,NFC East,NFC,NFC,Vikings,3,16,13,17,Giants,0,3,7,7,-6.5,45.5,-16,-16,22,44,0,1,0
20151228,16,Monday,0,0,7,7,AFC West,AFC North,AFC,AFC,Broncos,0,3,7,7,Bengals,7,7,0,3,-4,39.5,11,-11,17,17,0,1,0
20160103,17,Sunday,0,0,6,6,NFC North,NFC North,NFC,NFC,Bears,0,0,10,10,Lions,7,3,7,7,2,45,10,-6,10,34,1,1,0
20160103,17,Sunday,0,0,5,6,AFC North,AFC North,AFC,AFC,Bengals,0,7,14,3,Ravens,0,9,0,7,-9.5,41,2,-10,16,24,1,1,-1
20160103,17,Sunday,0,0,6,6,AFC East,AFC East,AFC,AFC,Bills,7,9,3,3,Jets,0,7,10,0,2.5,41.5,-9,4,23,16,1,1,0
20160103,17,Sunday,0,0,5,9,AFC West,AFC West,AFC,AFC,Broncos,7,0,7,13,Chargers,3,3,7,7,-9,42,-1,-6,13,34,1,1,-4
20160103,17,Sunday,0,0,6,6,AFC North,AFC North,AFC,AFC,Browns,3,6,0,3,Steelers,7,7,3,11,12,47,5,11,23,17,1,1,0
20160103,17,Sunday,0,0,6,6,NFC West,NFC West,NFC,NFC,Cardinals,0,6,0,0,Seahawks,10,20,6,0,-6,47,24,6,36,6,1,1,0
20160103,17,Sunday,0,0,6,9,AFC West,AFC West,AFC,AFC,Chiefs,14,0,9,0,Raiders,0,10,0,7,-6.5,43.5,-4,-2,24,16,1,1,-3
20160103,17,Sunday,0,0,6,6,AFC South,AFC South,AFC,AFC,Colts,10,10,7,3,Titans,7,7,3,7,-4.5,39.5,-6,0,34,20,1,1,0
20160103,17,Sunday,0,0,6,7,NFC East,NFC East,NFC,NFC,Cowboys,0,14,0,9,Redskins,21,3,3,7,-3.5,41,10,1,38,19,1,1,-1
20160103,17,Sunday,0,0,6,6,AFC East,AFC East,AFC,AFC,Dolphins,3,7,0,10,Patriots,0,3,7,0,10,46.5,-7,-3,13,17,1,1,0
20160103,17,Sunday,0,0,6,6,NFC South,NFC South,NFC,NFC,Falcons,3,14,0,0,Saints,7,7,3,3,-5,53,-3,6,31,6,1,1,0
20160103,17,Sunday,0,0,6,6,NFC West,NFC West,NFC,NFC,Fortyniners,0,10,3,3,Rams,3,13,0,0,3,38,6,-6,26,6,1,1,0
20160103,17,Sunday,0,0,6,7,NFC East,NFC East,NFC,NFC,Giants,3,17,7,3,Eagles,14,7,7,7,-3.5,51,1,4,41,24,1,1,-1
20160103,17,Sunday,0,0,6,6,NFC North,NFC North,NFC,NFC,Packers,3,0,0,10,Vikings,3,3,14,0,-3,43.5,3,4,9,24,1,1,0
20160103,17,Sunday,0,0,6,6,NFC South,NFC South,NFC,NFC,Panthers,0,24,7,7,Buccaneers,3,0,7,0,-11,46,-21,-7,27,21,1,1,0
20160103,17,Sunday,0,0,6,6,AFC South,AFC South,AFC,AFC,Texans,3,17,0,10,Jaguars,0,3,3,0,-6,45.5,-17,-7,23,13,1,1,0
20160109,18,Saturday,0,1,5,5,AFC South,AFC West,AFC,AFC,Texans,0,0,0,0,Chiefs,7,6,7,10,3,39.5,13,17,13,17,0,1,0
20160109,18,Saturday,0,1,5,5,AFC North,AFC North,AFC,AFC,Bengals,0,0,0,16,Steelers,0,6,9,3,2.5,45.5,6,-4,6,28,1,1,0
20160110,18,Sunday,0,1,6,6,NFC North,NFC West,NFC,NFC,Vikings,3,0,6,0,Seahawks,0,0,0,10,4.5,40,-3,4,3,16,0,1,0
20160110,18,Sunday,0,1,6,6,NFC East,NFC North,NFC,NFC,Redskins,5,6,7,0,Packers,0,17,7,11,-1,47,6,11,28,25,0,1,0
20160116,19,Saturday,0,1,12,6,AFC East,AFC West,AFC,AFC,Patriots,7,7,7,6,Chiefs,3,3,7,7,-5.5,44,-8,1,20,27,0,1,6
20160116,19,Saturday,0,1,12,5,NFC West,NFC North,NFC,NFC,Cardinals,7,0,3,10,Packers,0,6,7,7,-7,49.5,-1,1,13,27,0,1,7
20160117,19,Sunday,0,1,13,6,NFC South,NFC West,NFC,NFC,Panthers,14,17,0,0,Seahawks,0,0,14,10,-2.5,42.5,-31,24,31,24,0,1,7
20160117,19,Sunday,0,1,13,7,AFC West,AFC North,AFC,AFC,Broncos,6,3,3,11,Steelers,7,3,3,3,-7.5,40,1,-8,19,20,0,1,6
20160124,20,Sunday,0,1,6,7,AFC West,AFC East,AFC,AFC,Broncos,7,10,0,3,Patriots,6,3,3,6,3,44.5,-8,6,26,12,0,1,-1
20160124,20,Sunday,0,1,6,7,NFC South,NFC West,NFC,NFC,Panthers,17,7,10,15,Cardinals,0,7,0,8,-3,48,-17,-17,31,33,0,1,-1
20160908,1,Thursday,0,0,-,-,AFC West,NFC South,AFC,NFC,Broncos,0,7,0,14,Panthers,7,10,0,3,3,41,10,-11,24,17,0,0,0
20160911,1,Sunday,1,0,-,-,NFC West,AFC East,NFC,AFC,Cardinals,0,7,7,7,Patriots,10,0,7,6,-8.5,45,3,-1,17,27,0,0,0
20160911,1,Sunday,0,0,-,-,AFC West,AFC West,AFC,AFC,Chiefs,3,0,7,17,Chargers,7,14,3,3,-6.5,45,18,-18,24,30,1,1,0
20160911,1,Sunday,0,0,-,-,AFC South,NFC North,AFC,NFC,Colts,0,10,8,17,Lions,7,14,7,11,-2.5,50.5,11,-7,31,43,0,0,0
20160911,1,Sunday,0,0,-,-,NFC East,NFC East,NFC,NFC,Cowboys,3,6,7,3,Giants,0,13,0,7,0,47,4,-3,22,17,1,1,0
20160911,1,Sunday,0,0,-,-,NFC East,AFC North,NFC,AFC,Eagles,7,6,9,7,Browns,0,7,3,0,-4.5,41.5,-6,-13,20,19,0,0,0
20160911,1,Sunday,0,0,-,-,NFC South,NFC South,NFC,NFC,Falcons,10,3,8,3,Buccaneers,3,14,14,0,-2.5,47,4,3,30,25,1,1,0
20160911,1,Sunday,0,0,-,-,AFC South,NFC North,AFC,NFC,Jaguars,7,10,3,3,Packers,7,14,3,3,4.5,47.5,4,0,38,12,0,0,0
20160911,1,Sunday,0,0,-,-,AFC East,AFC North,AFC,AFC,Jets,7,9,0,6,Bengals,3,10,7,3,1,42,-3,4,29,16,0,1,0
20160911,1,Sunday,0,0,-,-,AFC North,AFC East,AFC,AFC,Ravens,3,7,0,3,Bills,0,7,0,0,-3,44.5,-3,-3,17,3,0,1,0
20160911,1,Sunday,0,0,-,-,NFC South,AFC West,NFC,AFC,Saints,3,14,7,10,Raiders,10,0,3,22,-1.5,50.5,-7,8,27,42,0,0,0
20160911,1,Sunday,0,0,-,-,NFC West,AFC East,NFC,AFC,Seahawks,3,3,0,6,Dolphins,0,3,0,7,-10,44,-3,1,9,13,0,0,0
20160911,1,Sunday,0,0,-,-,AFC South,NFC North,AFC,NFC,Texans,0,10,3,10,Bears,7,7,0,0,-5.5,43,4,-13,24,13,0,0,0
20160911,1,Sunday,0,0,-,-,AFC South,NFC North,AFC,NFC,Titans,3,7,0,6,Vikings,0,0,12,13,2.5,41,-10,19,10,31,0,0,0
20160912,1,Monday,0,0,-,-,NFC West,NFC West,NFC,NFC,Fortyniners,7,7,0,14,Rams,0,0,0,0,2.5,43,-14,-14,14,14,1,1,0
20160912,1,Monday,0,0,-,-,NFC East,AFC North,NFC,AFC,Redskins,6,0,3,7,Steelers,0,14,10,14,2.5,49.5,8,14,20,34,0,0,0
20160915,2,Thursday,0,0,3,3,AFC East,AFC East,AFC,AFC,Bills,7,3,14,7,Jets,6,14,7,10,0,41,10,-4,30,38,1,1,0
20160918,2,Sunday,0,0,9,6,AFC West,AFC South,AFC,AFC,Broncos,3,10,3,18,Colts,3,3,7,7,-6.5,47,-7,-7,19,35,0,1,3
20160918,2,Sunday,0,0,6,6,AFC North,AFC North,AFC,AFC,Browns,20,0,0,0,Ravens,2,10,7,6,5.5,43,-8,13,32,13,1,1,0
20160918,2,Sunday,0,0,6,6,NFC West,NFC South,NFC,NFC,Cardinals,0,24,9,7,Buccaneers,0,0,7,0,-7,49.5,-24,-9,24,23,0,1,0
20160918,2,Sunday,0,0,6,6,AFC West,AFC South,AFC,AFC,Chargers,7,14,14,3,Jaguars,0,0,0,14,-3,47.5,-21,-3,21,31,0,1,0
20160918,2,Sunday,0,0,6,6,NFC East,NFC South,NFC,NFC,Giants,0,7,3,6,Saints,0,3,0,10,-4,53,-4,1,10,19,0,1,0
20160918,2,Sunday,0,0,6,6,NFC North,AFC South,NFC,AFC,Lions,9,3,3,0,Titans,0,3,0,13,-5.5,47.5,-9,10,15,16,0,0,0
20160918,2,Sunday,0,0,9,5,NFC South,NFC West,NFC,NFC,Panthers,7,10,14,15,Fortyniners,3,7,0,17,-13,45,-7,-12,27,46,0,1,4
20160918,2,Sunday,0,0,6,6,AFC East,AFC East,AFC,AFC,Patriots,14,10,7,0,Dolphins,0,3,7,14,-6,42.5,-21,14,27,28,1,1,0
20160918,2,Sunday,0,0,6,6,AFC West,NFC South,AFC,NFC,Raiders,0,7,7,14,Falcons,0,13,8,14,-4,47.5,6,1,20,43,0,0,0
20160918,2,Sunday,0,0,5,6,NFC West,NFC West,NFC,NFC,Rams,3,3,0,3,Seahawks,0,3,0,0,5.5,38,-3,-3,9,3,1,1,-1
20160918,2,Sunday,0,0,5,6,NFC East,NFC East,NFC,NFC,Redskins,0,10,13,0,Cowboys,10,3,7,7,-3,47,3,1,23,27,1,1,-1
20160918,2,Sunday,0,0,5,6,AFC North,AFC North,AFC,AFC,Steelers,7,3,7,7,Bengals,3,3,3,7,-3.5,48,-4,-4,16,24,1,1,-1
20160918,2,Sunday,0,0,6,6,AFC South,AFC West,AFC,AFC,Texans,7,6,0,6,Chiefs,0,3,0,9,-1.5,42,-10,3,16,15,0,1,0
20160918,2,Sunday,1,0,6,6,NFC North,NFC North,NFC,NFC,Vikings,0,10,7,0,Packers,7,0,0,7,2,42.5,-3,0,17,14,1,1,0
20160919,2,Monday,0,0,7,7,NFC North,NFC East,NFC,NFC,Bears,0,7,0,7,Eagles,3,6,13,7,-3,43,2,13,16,27,0,1,0
20160922,3,Thursday,0,0,3,3,AFC East,AFC South,AFC,AFC,Patriots,10,0,10,7,Texans,0,0,0,0,0,39.5,-10,-17,10,17,0,1,0
20160925,3,Sunday,0,0,6,6,AFC North,AFC West,AFC,AFC,Bengals,7,7,0,3,Broncos,3,13,0,13,-3,42,2,10,30,16,0,1,0
20160925,3,Sunday,0,0,9,6,AFC East,NFC West,AFC,NFC,Bills,10,7,13,3,Cardinals,0,7,6,5,4,48,-10,-5,24,27,0,0,3
20160925,3,Sunday,0,0,6,6,NFC South,NFC West,NFC,NFC,Buccaneers,6,14,0,12,Rams,10,7,7,13,-3.5,41.5,-3,8,37,32,0,1,0
20160925,3,Sunday,0,0,6,9,AFC West,AFC East,AFC,AFC,Chiefs,7,10,0,7,Jets,0,3,0,0,-3,43.5,-14,-7,20,7,0,1,-3
20160925,3,Sunday,0,0,6,6,AFC South,AFC West,AFC,AFC,Colts,10,3,7,6,Chargers,0,13,6,3,-1.5,51,0,-4,26,22,0,1,0
20160925,3,Sunday,1,0,6,5,NFC East,NFC North,NFC,NFC,Cowboys,10,14,0,7,Bears,0,3,7,7,-7,44.5,-21,7,27,21,0,1,1
20160925,3,Sunday,0,0,6,6,AFC East,AFC North,AFC,AFC,Dolphins,7,3,7,7,Browns,0,13,0,11,-9.5,42.5,3,-3,23,25,0,1,0
20160925,3,Sunday,0,0,5,6,NFC East,AFC North,NFC,AFC,Eagles,3,10,21,0,Steelers,0,3,0,0,3.5,46.5,-10,-21,16,21,0,0,-1
20160925,3,Sunday,0,0,6,6,NFC East,NFC East,NFC,NFC,Giants,14,7,3,3,Redskins,6,10,7,6,-3.5,47,-5,7,37,19,1,1,0
20160925,3,Sunday,0,0,6,6,AFC South,AFC North,AFC,AFC,Jaguars,0,7,7,3,Ravens,7,6,3,3,1.5,45,6,-4,20,16,0,1,0
20160925,3,Sunday,0,0,6,6,NFC North,NFC North,NFC,NFC,Packers,14,17,3,0,Lions,3,7,7,10,-6.5,48,-21,14,41,20,1,1,0
20160925,3,Sunday,0,0,6,6,NFC South,NFC North,NFC,NFC,Panthers,10,0,0,0,Vikings,2,6,8,6,-6,42.5,-2,14,18,14,0,1,0
20160925,3,Sunday,0,0,6,6,NFC West,NFC West,NFC,NFC,Seahawks,14,10,6,7,Fortyniners,0,3,0,15,-10.5,42,-21,2,27,28,1,1,0
20160925,3,Sunday,0,0,6,6,AFC South,AFC West,AFC,AFC,Titans,3,0,7,0,Raiders,7,10,0,0,1,46.5,14,-7,20,7,0,1,0
20160926,3,Monday,0,0,7,7,NFC South,NFC South,NFC,NFC,Saints,7,10,8,7,Falcons,7,21,10,7,-2.5,54,11,2,45,32,1,1,0
20160929,4,Thursday,0,0,3,3,AFC North,AFC East,AFC,AFC,Bengals,10,6,3,3,Dolphins,7,0,0,0,-7.5,45.5,-9,-6,23,6,0,1,0
20161002,4,Sunday,0,0,6,6,NFC North,NFC North,NFC,NFC,Bears,7,0,7,3,Lions,0,3,3,8,3,47.5,-4,1,10,21,1,1,0
20161002,4,Sunday,0,0,6,6,NFC South,AFC West,NFC,AFC,Buccaneers,7,0,0,0,Broncos,7,10,3,7,3,43,10,10,24,10,0,0,0
20161002,4,Sunday,0,0,6,6,NFC West,NFC West,NFC,NFC,Cardinals,0,10,3,0,Rams,7,3,0,7,-8.5,43.5,0,4,20,10,1,1,0
20161002,4,Sunday,0,0,6,5,AFC West,NFC South,AFC,NFC,Chargers,7,17,0,10,Saints,7,7,7,14,-3.5,54,-10,11,38,31,0,0,1
20161002,4,Sunday,0,0,5,6,NFC South,NFC South,NFC,NFC,Falcons,14,3,14,17,Panthers,0,10,0,23,3,50,-7,-8,27,54,1,1,-1
20161002,4,Sunday,0,0,6,6,NFC West,NFC East,NFC,NFC,Fortyniners,7,7,3,0,Cowboys,0,14,7,3,1.5,44.5,0,7,28,13,0,1,0
20161002,4,Sunday,0,0,6,6,AFC East,NFC West,AFC,NFC,Jets,3,7,0,7,Seahawks,0,14,3,10,1.5,41,4,6,24,20,0,0,0
20161002,4,Sunday,0,0,9,6,AFC East,AFC East,AFC,AFC,Patriots,0,0,0,0,Bills,7,6,3,0,-4,41,13,3,13,3,1,1,3
20161002,4,Sunday,0,0,6,6,AFC North,AFC West,AFC,AFC,Ravens,0,6,6,15,Raiders,7,7,0,14,-3.5,46,8,-7,20,35,0,1,0
20161002,4,Sunday,0,0,6,6,NFC East,AFC North,NFC,AFC,Redskins,14,3,0,14,Browns,0,17,3,0,-7.5,47.5,0,-11,34,17,0,0,0
